matchID,team1_ID,team2_ID,date,tournament,gk_saves_T2,red_card_T2,yellow_card_T2,assists_T2,shots_T2,shots_against_T2,shots_on_target_T2,passes_T2,goals_T2,goals_against_T2,ball_possession_T2,pass_acc_T2,gk_acc_T2,shot_acc_T2
2058017,4418,9598,2018-07-15 17:00:00-02:00,World_Cup,3.0,0.0,1.0,1.0,14,8,3.0,429,2.0,4.0,0.697560975609756,0.8281853281853282,0.42857142857142855,0.21428571428571427
2058016,5629,2413,2018-07-14 16:00:00-02:00,World_Cup,2.0,0.0,2.0,0.0,14,11,5.0,593,0.0,2.0,0.5813725490196079,0.9067278287461774,0.5,0.35714285714285715
2058015,9598,2413,2018-07-11 20:00:00-02:00,World_Cup,5.0,0.0,1.0,0.0,11,22,2.0,370,1.0,2.0,0.44047619047619047,0.8258928571428571,0.7142857142857143,0.18181818181818182
2058014,4418,5629,2018-07-10 20:00:00-02:00,World_Cup,4.0,0.0,3.0,0.0,9,18,2.0,535,0.0,1.0,0.6548347613219094,0.9052453468697124,0.8,0.2222222222222222
2058012,14358,9598,2018-07-07 20:00:00-02:00,World_Cup,5.0,0.0,4.0,2.0,17,11,3.0,594,2.0,2.0,0.684331797235023,0.8307692307692308,0.7142857142857143,0.17647058823529413
2058013,7047,2413,2018-07-07 16:00:00-02:00,World_Cup,3.0,0.0,1.0,2.0,11,7,2.0,402,2.0,0.0,0.5894428152492669,0.8288659793814434,1.0,0.18181818181818182
2058011,6380,5629,2018-07-06 20:00:00-02:00,World_Cup,8.0,0.0,2.0,1.0,8,25,3.0,304,2.0,1.0,0.41025641025641024,0.8735632183908046,0.8888888888888888,0.375
2058010,15670,4418,2018-07-06 16:00:00-02:00,World_Cup,3.0,0.0,2.0,2.0,9,9,2.0,417,2.0,0.0,0.6475155279503105,0.8176470588235294,1.0,0.2222222222222222
2058009,12430,2413,2018-07-03 20:00:00-02:00,World_Cup,3.0,0.0,2.0,0.0,15,13,2.0,457,1.0,1.0,0.52954808806489,0.8638941398865785,0.75,0.13333333333333333
2058008,7047,6697,2018-07-03 16:00:00-02:00,World_Cup,2.0,1.0,2.0,0.0,17,12,4.0,476,0.0,1.0,0.7125748502994012,0.8530465949820788,0.6666666666666666,0.23529411764705882
2058007,5629,12913,2018-07-02 20:00:00-02:00,World_Cup,4.0,0.0,1.0,1.0,9,24,4.0,377,2.0,3.0,0.4293849658314351,0.8726851851851852,0.5714285714285714,0.4444444444444444
2058006,6380,15473,2018-07-02 16:00:00-02:00,World_Cup,8.0,0.0,4.0,0.0,12,18,1.0,348,0.0,2.0,0.5353846153846153,0.87,0.8,0.08333333333333333
2058005,9598,7712,2018-07-01 20:00:00-02:00,World_Cup,7.0,0.0,1.0,1.0,15,21,3.0,424,1.0,1.0,0.4593716143011918,0.8379446640316206,0.875,0.2
2058004,1598,14358,2018-07-01 16:00:00-02:00,World_Cup,9.0,0.0,2.0,0.0,6,22,1.0,197,1.0,1.0,0.16540722082283796,0.7547892720306514,0.9,0.16666666666666666
2058002,15670,9905,2018-06-30 20:00:00-02:00,World_Cup,1.0,0.0,1.0,1.0,19,7,4.0,455,1.0,2.0,0.7109375,0.845724907063197,0.3333333333333333,0.21052631578947367
2058003,4418,12274,2018-06-30 16:00:00-02:00,World_Cup,0.0,0.0,5.0,1.0,10,8,4.0,420,3.0,4.0,0.5915492957746479,0.8641975308641975,0.0,0.4
2057994,2413,5629,2018-06-28 20:00:00-02:00,World_Cup,1.0,0.0,2.0,1.0,13,10,3.0,469,1.0,0.0,0.5440835266821346,0.8984674329501916,1.0,0.23076923076923078
2057995,17929,16276,2018-06-28 20:00:00-02:00,World_Cup,4.0,0.0,3.0,2.0,15,8,7.0,514,2.0,1.0,0.7198879551820728,0.8862068965517241,0.8,0.4666666666666667
2058000,12913,13869,2018-06-28 16:00:00-02:00,World_Cup,3.0,0.0,0.0,1.0,10,8,2.0,375,1.0,0.0,0.4416961130742049,0.8542141230068337,1.0,0.2
2058001,19314,12430,2018-06-28 16:00:00-02:00,World_Cup,4.0,0.0,1.0,1.0,4,7,2.0,350,1.0,0.0,0.6151142355008787,0.8454106280193237,1.0,0.5
2057982,17322,6380,2018-06-27 20:00:00-02:00,World_Cup,2.0,0.0,0.0,2.0,14,10,6.0,537,2.0,0.0,0.6013437849944009,0.8760195758564437,1.0,0.42857142857142855
2057989,15473,7047,2018-06-27 16:00:00-02:00,World_Cup,3.0,0.0,2.0,0.0,14,19,5.0,149,3.0,0.0,0.2806026365348399,0.7198067632850241,1.0,0.35714285714285715
2057988,14855,3148,2018-06-27 16:00:00-02:00,World_Cup,3.0,0.0,0.0,0.0,25,11,6.0,605,0.0,2.0,0.7697201017811705,0.8832116788321168,0.6,0.24
2057976,16823,12274,2018-06-26 20:00:00-02:00,World_Cup,2.0,0.0,3.0,2.0,7,9,4.0,458,2.0,1.0,0.7057010785824345,0.8403669724770643,0.6666666666666666,0.5714285714285714
2057977,7839,9598,2018-06-26 20:00:00-02:00,World_Cup,5.0,0.0,2.0,1.0,12,17,2.0,441,2.0,1.0,0.665158371040724,0.8873239436619719,0.8333333333333334,0.16666666666666666
2057971,8493,15594,2018-06-26 16:00:00-02:00,World_Cup,2.0,0.0,2.0,2.0,4,13,3.0,330,2.0,0.0,0.4252577319587629,0.8461538461538461,1.0,0.75
2057959,16521,16129,2018-06-25 16:00:00-02:00,World_Cup,5.0,0.0,2.0,1.0,7,22,1.0,277,1.0,2.0,0.33133971291866027,0.8075801749271136,0.7142857142857143,0.14285714285714285
2057958,15670,14358,2018-06-25 16:00:00-02:00,World_Cup,5.0,1.0,3.0,0.0,3,14,1.0,271,0.0,3.0,0.40088757396449703,0.8287461773700305,0.625,0.3333333333333333
2057998,13869,12430,2018-06-24 20:00:00-02:00,World_Cup,2.0,0.0,0.0,3.0,13,7,4.0,416,3.0,0.0,0.5576407506702413,0.8336673346693386,1.0,0.3076923076923077
2057993,2413,17929,2018-06-24 14:00:00-02:00,World_Cup,1.0,0.0,3.0,1.0,7,12,1.0,334,1.0,6.0,0.3879210220673635,0.893048128342246,0.14285714285714285,0.14285714285714285
2057986,3148,7047,2018-06-23 20:00:00-02:00,World_Cup,4.0,0.0,2.0,1.0,6,17,5.0,153,1.0,2.0,0.20264900662251656,0.7536945812807881,0.6666666666666666,0.8333333333333334
2057987,14855,15473,2018-06-23 17:00:00-02:00,World_Cup,6.0,0.0,0.0,1.0,12,17,4.0,401,2.0,1.0,0.6002994011976048,0.8930957683741648,0.8571428571428571,0.3333333333333333
2057992,5629,16276,2018-06-23 14:00:00-02:00,World_Cup,7.0,0.0,1.0,2.0,12,23,5.0,350,2.0,5.0,0.4943502824858757,0.8158508158508159,0.5833333333333334,0.4166666666666667
2057981,17322,6697,2018-06-22 20:00:00-02:00,World_Cup,2.0,0.0,1.0,0.0,19,11,5.0,429,2.0,1.0,0.6529680365296804,0.868421052631579,0.6666666666666666,0.2631578947368421
2057975,16823,7839,2018-06-22 17:00:00-02:00,World_Cup,2.0,0.0,0.0,0.0,9,16,3.0,225,0.0,2.0,0.36348949919224555,0.7758620689655172,0.5,0.3333333333333333
2057980,6380,16871,2018-06-22 14:00:00-02:00,World_Cup,7.0,0.0,1.0,0.0,3,21,0.0,202,0.0,2.0,0.24133811230585425,0.753731343283582,0.7777777777777778,0.0
2057974,12274,9598,2018-06-21 20:00:00-02:00,World_Cup,3.0,0.0,4.0,1.0,14,10,5.0,261,3.0,0.0,0.39908256880733944,0.781437125748503,1.0,0.35714285714285715
2057968,4418,15594,2018-06-21 17:00:00-02:00,World_Cup,3.0,0.0,2.0,0.0,10,12,2.0,420,0.0,1.0,0.580110497237569,0.8416833667334669,0.75,0.2
2057963,10840,1598,2018-06-20 20:00:00-02:00,World_Cup,0.0,0.0,0.0,0.0,15,5,3.0,683,1.0,0.0,0.8248792270531401,0.8986842105263158,0.0,0.2
2057957,15670,16521,2018-06-20 17:00:00-02:00,World_Cup,3.0,0.0,0.0,0.0,8,14,3.0,482,0.0,1.0,0.5403587443946188,0.8716094032549728,0.75,0.375
2057962,9905,16216,2018-06-20 14:00:00-02:00,World_Cup,1.0,0.0,1.0,0.0,16,10,4.0,365,0.0,1.0,0.5606758832565284,0.8220720720720721,0.5,0.25
2057956,14358,16129,2018-06-19 20:00:00-02:00,World_Cup,2.0,0.0,1.0,0.0,13,12,1.0,348,1.0,3.0,0.5280728376327769,0.8285714285714286,0.4,0.07692307692307693
2057996,13869,19314,2018-06-19 17:00:00-02:00,World_Cup,3.0,0.0,2.0,0.0,8,10,2.0,283,2.0,1.0,0.38346883468834686,0.8108882521489972,0.75,0.25
2057997,12430,12913,2018-06-19 14:00:00-02:00,World_Cup,2.0,0.0,1.0,1.0,14,8,5.0,508,2.0,1.0,0.6334164588528678,0.8881118881118881,0.6666666666666666,0.35714285714285715
2057991,16276,2413,2018-06-18 20:00:00-02:00,World_Cup,0.0,0.0,1.0,1.0,14,6,8.0,443,2.0,1.0,0.6195804195804195,0.878968253968254,0.0,0.5714285714285714
2057990,5629,17929,2018-06-18 17:00:00-02:00,World_Cup,3.0,0.0,5.0,0.0,7,16,3.0,269,0.0,3.0,0.36010709504685406,0.8251533742331288,0.5,0.42857142857142855
2057985,7047,14855,2018-06-18 14:00:00-02:00,World_Cup,3.0,0.0,2.0,0.0,5,15,0.0,268,0.0,1.0,0.42948717948717946,0.8023952095808383,0.75,0.0
2057984,3148,15473,2018-06-17 17:00:00-02:00,World_Cup,10.0,0.0,2.0,1.0,12,25,4.0,227,1.0,0.0,0.31310344827586206,0.8194945848375451,1.0,0.3333333333333333
2057979,16871,17322,2018-06-17 14:00:00-02:00,World_Cup,3.0,0.0,2.0,0.0,10,10,2.0,313,1.0,0.0,0.4630177514792899,0.8258575197889182,1.0,0.2
2057973,9598,16823,2018-06-16 21:00:00-02:00,World_Cup,1.0,0.0,1.0,0.0,12,10,2.0,322,0.0,2.0,0.46397694524495675,0.8541114058355438,0.3333333333333333,0.16666666666666666
2057967,15594,7712,2018-06-16 18:00:00-02:00,World_Cup,6.0,0.0,2.0,1.0,11,15,3.0,283,1.0,0.0,0.46166394779771613,0.8397626112759644,1.0,0.2727272727272727
2057966,4418,8493,2018-06-16 12:00:00-02:00,World_Cup,3.0,0.0,3.0,0.0,3,11,1.0,334,1.0,2.0,0.43889618922470436,0.8048192771084337,0.6,0.3333333333333333
2057961,16216,10840,2018-06-15 17:00:00-02:00,World_Cup,3.0,0.0,3.0,0.0,7,13,2.0,135,1.0,0.0,0.2631578947368421,0.6958762886597938,1.0,0.2857142857142857
2057955,16129,15670,2018-06-15 14:00:00-02:00,World_Cup,3.0,0.0,0.0,1.0,13,7,4.0,499,1.0,0.0,0.5912322274881516,0.8618307426597582,1.0,0.3076923076923077
2057954,14358,16521,2018-06-14 17:00:00-02:00,World_Cup,2.0,0.0,1.0,0.0,7,12,0.0,455,0.0,5.0,0.6518624641833811,0.8817829457364341,0.2857142857142857,0.0
